slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
uhuru-wallet,Uhuru Wallet,uhuru-wallet.png,"South African mobile wallet enabling peer-to-peer payments, airtime purchases, electricity bill payments, and DSTV subscriptions using local banking methods and fiat currencies.","https://www.uhuruwallet.co.za/",,,,,,,,FALSE,
uma,UMA,uma.png,Optimistic oracle protocol that records verifiable statements and data onto blockchains using a bond-and-dispute mechanism enforced through UMA token holder voting.,"https://uma.xyz/","https://docs.uma.xyz/",,,,,,,FALSE,
umami,Umami,umami.png,Non-custodial cryptocurrency wallet for managing digital assets across multiple blockchain networks,"https://www.umamiwallet.com/",,,,,,,,FALSE,
umbrella-network,Umbrella Network,umbrella-network.png,Decentralized community-owned oracle using Layer-2 Merkle tree aggregation and DPoS validators to deliver crypto price feeds and real-world financial data across multiple blockchains.,"https://github.com/UmbrellaNetwork",,,,,,,,FALSE,
umbria-network,Umbria Network,umbria-network.png,"Cross-chain DeFi bridge using liquidity pool mechanism (Narni Bridge) for fast, low-cost asset transfers between blockchains without validator smart contracts.","https://umbria.network/","https://bridge.umbria.network/docs/",,,,,,,FALSE,
uniblock,Uniblock,uniblock.png,"Unified Web3 API aggregator providing access to 300+ blockchains and 55+ node providers through a single interface, with automatic routing, load balancing, and failover.","https://www.uniblock.dev/","https://docs.uniblock.dev/docs/json-rpc-overview",uniblock,,uniblock,,company/uniblock-dapp,support@uniblock.dev,FALSE,
uniswap-web3-react,Uniswap Web3 React,uniswap-web3-react.png,"React framework for building Ethereum dApps with a pluggable connector interface supporting MetaMask, WalletConnect, Coinbase Wallet, and other wallet providers.",,,,Uniswap/web3-react,,,,,FALSE,
universalx,UniversalX,universalx.png,"Decentralized exchange enabling token swaps across multiple blockchains within a single transaction, providing cross-chain trading capabilities without bridging.","https://universalx.app","https://universalx.app",,,,,,,FALSE,
univoucher,UniVoucher,univoucher.png,"Decentralized tangible crypto gift card protocol enabling anyone to create, share, and redeem cryptocurrency gift cards across multiple EVM-compatible blockchains","https://univoucher.com/","https://docs.univoucher.com/",,,,,,,FALSE,
unlock-protocol,Unlock Protocol,unlock-protocol.png,"Smart contract protocol for token-gating and membership access control, enabling creators and developers to manage NFT-based subscriptions and digital access rights","https://unlock-protocol.com/","https://docs.unlock-protocol.com/",,,,,,,FALSE,
unstoppable,Unstoppable,unstoppable.png,"Multi-coin self-custody wallet supporting Bitcoin, Ethereum, Zcash, and other cryptocurrencies with privacy-focused architecture and user-controlled keys.","https://unstoppable.money/",,,,,,,,FALSE,
utexo,Utexo,utexo.png,Bitcoin-native USDT settlement protocol enabling instant and private peer-to-peer transfers of USDT on Bitcoin with configurable fees and no pre-funding requirement.,"https://utexo.com/","https://docs.utexo.com/",,,,,,,FALSE,
validation-cloud,Validation Cloud,validation-cloud.png,"Institutional blockchain infrastructure platform offering SOC 2 Type II-certified node APIs and RPC access across 50+ networks, non-custodial staking, and onchain data intelligence for institutions.","https://www.validationcloud.io","https://www.validationcloud.io/docs",,,,,,,FALSE,
valuerouter,ValueRouter,valuerouter.png,Cross-chain bridge and asset routing protocol using Circle CCTP securing interoperable value transfers between blockchains with flexible customization via API and SDK.,"https://valuerouter.com/","https://docs.valuerouter.com/",,,,,,,FALSE,
veda,Veda,veda.png,"DeFi infrastructure platform providing institutional-grade vault templates, configurable compliance controls, and yield strategies for launching white-label DeFi products at scale.","https://veda.tech","https://veda.tech",,,,,,,FALSE,
venly,Venly,venly.png,"Blockchain API platform offering wallet-as-a-service, NFT minting and management, and token creation APIs across EVM and non-EVM chains, with native integrations for Shopify, Stripe, Unity, and Unreal Engine.","https://www.venly.io/","https://docs.venly.io/docs/what-is-venly",,,,,,,FALSE,
vespr,Vespr,vespr.png,Non-custodial Cardano wallet enabling secure management and transaction of ADA and native Cardano tokens.,"https://vespr.xyz/",,vesprwallet,,,,,,FALSE,
vestige,Vestige,vestige.png,Algorand swap aggregator and DeFi explorer enabling users to discover and analyze decentralized finance protocols and trading opportunities on the Algorand blockchain.,"https://vestige.fi/",,,,,,,,FALSE,
via-labs,VIA Labs,via-labs.png,Bridgeless cross-chain communication infrastructure enabling direct smart contract messaging across 200+ public and private networks without traditional bridges or wrapped tokens.,"https://vialabs.io/","https://developer.vialabs.io/",,,,,,,FALSE,
virgo,Virgo,virgo.png,"Multi-blockchain wallet supporting dozens of blockchains including Ethereum, BSC, Polygon, and Avalanche, with integrated swaps, staking, NFT trading, and daily airdrops","https://www.virgo.net/",,,,,,,,FALSE,
vyper,Vyper,vyper.png,"Pythonic EVM smart contract language designed for security and auditability, featuring simplified syntax, no class inheritance, bounds checking and intentionally limited features to minimize attack surface.","https://vyperlang.org/","https://docs.vyperlang.org/en/latest/",,,,,,,FALSE,
waffle,Waffle,waffle.png,"Ethereum smart contract testing framework providing Chai matchers for assertions, test fixtures, contract mocking, and TypeScript support.",,,,Waffle/waffle,,,,,FALSE,
wagmi,Wagmi,wagmi.png,"Type-safe, extensible collection of React Hooks for Ethereum and EVM-compatible applications, with adapters for Vue and SolidJS, providing wallet connections, contract interactions, transaction signing, ENS resolution, and built-in caching via TanStack Query.","https://wagmi.sh/","https://wagmi.sh/react/getting-started",wevm_dev,wevm/wagmi,,,,,FALSE,
wake,Wake,wake.png,"Solidity development and testing framework featuring automated fuzzing, vulnerability detection, property-based testing, and integration with pytest for secure dApp development","https://getwake.io/",,,,,,,,FALSE,
wallet-agent,Wallet Agent,wallet-agent.png,MCP server enabling AI agents to interact with Web3 wallets and manage blockchain transactions on EVM-compatible networks,"https://github.com/wallet-agent/wallet-agent",,wallet-agent,wallet-agent/wallet-agent,,,,,FALSE,
wallet-telegram,Wallet (Telegram),wallet-telegram.png,"Integrated Telegram crypto wallet enabling users to buy, trade, and send payments in USDT, Bitcoin, TON, and tokenized assets without downloads or seed phrases.","https://wallet.tg/",,,,,,,,FALSE,
wallet-verse,Wallet Verse,wallet-verse.png,"Community-driven self-custody wallet supporting 700+ cryptocurrencies with buy/sell/swap functionality, staking rewards (ETH, SOL, TRX), and decentralized app access","https://walletverse.io/",,,,,,,,FALSE,
walletconnect,WalletConnect,walletconnect.png,"Open protocol and decentralized infrastructure network connecting wallets to decentralized applications across 700+ wallets and 80K+ apps, with WCT token enabling network governance and staking.","https://walletconnect.network/","https://docs.walletconnect.com/",,WalletConnect/create-eth-app,,,,,FALSE,
walletkit,WalletKit,walletkit.png,It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,"https://walletkit.com/","https://docs.walletkit.com/",,,,,,,FALSE,
wanchain,Wanchain,wanchain.png,Decentralized blockchain interoperability network building direct cross-chain bridges across 50+ networks to enable cross-chain DeFi applications and asset transfers.,"https://www.wanchain.org/","https://docs.wanchain.org/",,,,,,,FALSE,
watchdata,WatchData,watchdata.png,"Blockchain API infrastructure provider offering developer tools, node endpoints, and indexing services for building Web3 applications across multiple blockchain networks","https://www.watchdata.io/","https://docs.watchdata.io/",watchdata_io,,invite/TZRJbZ6bdn,,,,FALSE,
web3-js,Web3.js,web3-js.png,JavaScript/TypeScript library that provides an API to interact with Ethereum nodes i.e send transactions query blockchain,"https://web3js.org/","https://web3js.readthedocs.io/en/v1.10.0/",,,,,,,FALSE,
web3-py,Web3.py,web3-py.png,"Python library for interacting with Ethereum and EVM blockchains, commonly used in dApps for sending transactions, reading block data, and interacting with smart contracts","https://web3py.readthedocs.io/","https://web3py.readthedocs.io/en/stable/",,,,,,,FALSE,
web3auth,Web3Auth,web3auth.png,OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,"https://web3auth.io/","https://web3auth.io/docs/",web3auth,web3auth,,,,,FALSE,
wert,Wert,wert.png,Fiat-to-crypto payment infrastructure providing seamless onramp and NFT checkout via card and mobile payments with compliance-first approach.,"https://wert.io/","https://docs.wert.io/",,,,,,,FALSE,
wigwam,Wigwam,wigwam.png,"Multi-chain Web3 wallet supporting 10,000+ tokens across all major blockchains, featuring integrated trading, advanced token analytics, and MPC-based key management.","https://wigwam.app/",,,,,,,,FALSE,
witnet,Witnet,witnet.png,"Decentralized oracle network using Proof-of-Stake consensus and cryptographic mechanisms to deliver censorship-resistant data feeds to smart contracts, powered by the native $WIT coin with validator and delegated staking.","https://witnet.io/","https://docs.witnet.io/",,,,,,,FALSE,
wormhole,Wormhole,wormhole.png,"Cross-chain messaging protocol connecting 45+ blockchains, providing institutional-grade infrastructure for token transfers, data messaging, and multichain application integration.","https://wormhole.com/","https://wormhole.com/docs/",wormhole,wormhole-foundation,,,,,FALSE,
xangle,Xangle,xangle.png,Cross-chain blockchain analytics platform and on-chain data explorer providing fund flow tracking and network insights.,"https://xangle.io/",,,,,,,,FALSE,
xbull-wallet,xBull Wallet,xbull-wallet.png,"Stellar network wallet providing hybrid account management with passkeys and smart contract functionality, built by Creit Tech.","https://xbull.app/",,,,,,,,FALSE,
yoroi,Yoroi,yoroi.png,"Light wallet for Cardano available as a browser extension and mobile app, supporting ADA, native tokens, staking delegation, and NFTs without running a full node","https://yoroi-wallet.com/",,,,,,,,FALSE,
ywallet,Ywallet,ywallet.png,Feature-rich Zcash and Ycash cryptocurrency wallet with advanced functionality for private transactions,"https://ywallet.app/",,,,,,,,FALSE,
zapper,Zapper,zapper.png,"Multi-chain DeFi portfolio tracker and Web3 explorer providing real-time dashboards for assets, NFTs, liquidity positions, and on-chain activity across Ethereum and major EVM networks.","https://zapper.xyz/","https://docs.zapper.xyz/",,,,,,,FALSE,
zashi,Zashi,zashi.png,Zcash-powered mobile wallet providing privacy-focused transaction management with shielded Zcash support and cross-chain private payments,"https://zodl.com/",,,,,,,,FALSE,
zcash,Zcash,zcash.png,Privacy-protecting cryptocurrency using zero-knowledge encryption to enable private peer-to-peer payments and shielded transactions.,"https://z.cash/","https://z.cash/ecosystem/official-zcash-wallet-sdks/",,zcash/zcash-android-wallet-sdk,,,,,FALSE,
zecwallet,Zecwallet,zecwallet.png,Provides wallet solutions for Web3 developers and users.,"https://zecwallet.co/",,,,,,,,FALSE,
zeeve,Zeeve,zeeve.png,"Enterprise blockchain infrastructure platform for deploying custom L1/L2/L3 chains (Arbitrum Orbit, zkSync ZK Stack, OP Stack, Polygon CDK, Avalanche, Cosmos) and dedicated RPC, validator, and archive nodes.","https://www.zeeve.io","https://docs.zeeve.io/rpc-nodes",,,,,,,FALSE,
zengo,Zengo,zengo.png,"Keyless self-custodial cryptocurrency wallet using Multi-Party Computation to eliminate seed phrases, securing key shares across multiple locations with biometric recovery.","https://zengo.com/","https://help.zengo.com/",,,,,,,FALSE,
zerion,Zerion,zerion.png,"Non-custodial DeFi wallet and portfolio tracker for Ethereum, Solana, and 51+ EVM networks, with integrated swap aggregation, bridge routing, NFT management, and human-readable transaction simulation across 8,000+ protocols.","https://zerion.io/","https://developers.zerion.io/",zerion,zeriontech,,,,,FALSE,
zerodev,ZeroDev,zerodev.png,"Smart account SDK supporting ERC-4337 and EIP-7702, enabling key abstraction, gas sponsorship, transaction batching, session keys, and chain abstraction across 50+ networks","https://zerodev.app/","https://docs.zerodev.app/",,,,,,,FALSE,
zerohash,Zerohash,zerohash.png,"It allows businesses, wallets, and apps to integrate fiat-to-crypto (on-ramp) and crypto-to-fiat (off-ramp) functionality via a simple API, supporting over 60-80 crypto assets across 20+ networks and fiat methods like ACH, RTP, and SEPA.","https://zerohash.com/",,,,,,,,FALSE,
ziion-linux-distro,Ziion Linux distro,ziion-linux-distro.png,"Functions as a specialized, pre-configured provider of developer and security tools for the blockchain and Web3 ecosystem","https://www.ziion.org/",,,,,,,,FALSE,
zkbridge,zkBridge,zkbridge.png,Trustless cross-chain bridge protocol powered by zero-knowledge proofs for enabling secure interoperability between blockchains,"https://zkbridge.com/","https://docs.zkbridge.com/",,,,,,,FALSE,
zksync,Zksync,zksync.png,"ZK rollup ecosystem and Elastic Network on Ethereum, providing the ZK Stack for building interoperable ZK chains with developer tooling and Prividium enterprise privacy features.","https://www.zksync.io/","https://docs.zksync.io/",,,,,,,FALSE,
zondax,Zondax,zondax.png,Blockchain development tools provider offering SDKs and infrastructure for smart contract platforms and hardware wallet support.,"https://zondax.ch/","https://docs.zondax.ch/",_zondax_,Zondax,,,,,FALSE,
zypto,Zypto,zypto.png,Provides wallet solutions for Web3 developers and users.,"https://zypto.com/",,,,,,,,FALSE,
